pickup_nta,pickup_day,pickup_hour,nta_trips,nta_mean_duration,nta_na
Middle Village,5,11,0,0.0,1
Middle Village,5,23,0,0.0,1
Middle Village,6,9,0,0.0,1
Middle Village,6,12,0,0.0,1
Middle Village,6,20,0,0.0,1
Midtown-Midtown South,0,0,703,654.6785206258891,0
Midtown-Midtown South,0,1,440,668.3659090909091,0
Midtown-Midtown South,0,2,277,720.8700361010831,0
Midtown-Midtown South,0,3,196,692.234693877551,0
Midtown-Midtown South,0,4,210,832.3523809523809,0
Midtown-Midtown South,0,5,313,710.297124600639,0
Midtown-Midtown South,0,6,896,495.90736607142856,0
Midtown-Midtown South,0,7,1116,593.8870967741935,0
Midtown-Midtown South,0,8,1302,744.0130568356375,0
Midtown-Midtown South,0,9,1276,778.6567398119122,0
Midtown-Midtown South,0,10,1228,807.2312703583062,0
Midtown-Midtown South,0,11,1280,848.41171875,0
Midtown-Midtown South,0,12,1428,868.3809523809524,0
Midtown-Midtown South,0,13,1459,844.1309115832762,0
Midtown-Midtown South,0,14,1488,881.7083333333334,0
Midtown-Midtown South,0,15,1420,881.1288732394366,0
Midtown-Midtown South,0,16,1430,889.620979020979,0
Midtown-Midtown South,0,17,1704,830.080985915493,0
Midtown-Midtown South,0,18,2199,799.3037744429286,0
Midtown-Midtown South,0,19,2426,689.9686727122836,0
Midtown-Midtown South,0,20,2339,672.5361265498076,0
Midtown-Midtown South,0,21,2343,690.4532650448143,0
Midtown-Midtown South,0,22,1977,686.7531613555893,0
Midtown-Midtown South,0,23,1340,712.4626865671642,0
Midtown-Midtown South,1,0,849,685.9411071849235,0
Midtown-Midtown South,1,1,513,627.3255360623782,0
Midtown-Midtown South,1,2,263,659.6083650190114,0
Midtown-Midtown South,1,3,162,692.5555555555555,0
Midtown-Midtown South,1,4,176,807.1988636363636,0
Midtown-Midtown South,1,5,337,545.0860534124629,0
Midtown-Midtown South,1,6,960,480.81354166666665,0
Midtown-Midtown South,1,7,1349,590.1994069681245,0
Midtown-Midtown South,1,8,1348,738.6913946587537,0
Midtown-Midtown South,1,9,1280,809.2484375,0
Midtown-Midtown South,1,10,1224,897.1282679738562,0
Midtown-Midtown South,1,11,1324,948.4675226586103,0
Midtown-Midtown South,1,12,1301,945.0261337432744,0
Midtown-Midtown South,1,13,1391,936.4378145219267,0
Midtown-Midtown South,1,14,1496,976.4451871657755,0
Midtown-Midtown South,1,15,1408,954.4602272727273,0
Midtown-Midtown South,1,16,1302,993.7135176651306,0
Midtown-Midtown South,1,17,1532,962.0045691906005,0
Midtown-Midtown South,1,18,2028,900.7199211045365,0
Midtown-Midtown South,1,19,2280,773.5122807017544,0
Midtown-Midtown South,1,20,2421,745.1420900454358,0
Midtown-Midtown South,1,21,2454,734.480847595762,0
Midtown-Midtown South,1,22,2189,762.310187300137,0
Midtown-Midtown South,1,23,1623,742.0554528650647,0
Midtown-Midtown South,2,0,940,697.15,0
Midtown-Midtown South,2,1,599,672.041736227045,0
Midtown-Midtown South,2,2,318,653.2610062893082,0
Midtown-Midtown South,2,3,188,729.6808510638298,0
Midtown-Midtown South,2,4,194,697.2061855670103,0
Midtown-Midtown South,2,5,369,581.0542005420054,0
Midtown-Midtown South,2,6,1016,508.0994094488189,0
Midtown-Midtown South,2,7,1411,626.8781006378455,0
Midtown-Midtown South,2,8,1379,769.6446700507614,0
Midtown-Midtown South,2,9,1256,837.8256369426751,0
Midtown-Midtown South,2,10,1269,900.4444444444445,0
Midtown-Midtown South,2,11,1333,942.0600150037509,0
Midtown-Midtown South,2,12,1317,966.5846621108581,0
Midtown-Midtown South,2,13,1304,1008.6004601226994,0
Midtown-Midtown South,2,14,1442,1079.5312066574202,0
Midtown-Midtown South,2,15,1341,1067.4668158090976,0
Midtown-Midtown South,2,16,1174,1035.1584327086882,0
Midtown-Midtown South,2,17,1197,995.5012531328321,0
Midtown-Midtown South,2,18,1741,954.4158529580701,0
Midtown-Midtown South,2,19,2232,815.4923835125448,0
Midtown-Midtown South,2,20,2456,772.7231270358307,0
Midtown-Midtown South,2,21,2391,779.5014638226684,0
Midtown-Midtown South,2,22,2319,781.895213454075,0
Midtown-Midtown South,2,23,1787,787.2512590934527,0
Midtown-Midtown South,3,0,1145,728.9606986899563,0
Midtown-Midtown South,3,1,622,669.5096463022508,0
Midtown-Midtown South,3,2,367,703.8692098092644,0
Midtown-Midtown South,3,3,252,765.5436507936508,0
Midtown-Midtown South,3,4,219,752.027397260274,0
Midtown-Midtown South,3,5,346,596.6560693641618,0
Midtown-Midtown South,3,6,1038,512.5684007707129,0
Midtown-Midtown South,3,7,1405,627.1807829181495,0
Midtown-Midtown South,3,8,1337,747.5325355273,0
Midtown-Midtown South,3,9,1307,874.4169854628922,0
Midtown-Midtown South,3,10,1256,929.2786624203821,0
Midtown-Midtown South,3,11,1387,915.4419610670512,0
Midtown-Midtown South,3,12,1439,955.3745656706046,0
Midtown-Midtown South,3,13,1520,972.6763157894737,0
Midtown-Midtown South,3,14,1509,1130.0006626905235,0
Midtown-Midtown South,3,15,1370,1148.470802919708,0
Midtown-Midtown South,3,16,1072,1108.7835820895523,0
Midtown-Midtown South,3,17,1152,1064.615451388889,0
Midtown-Midtown South,3,18,1718,938.7566938300349,0
Midtown-Midtown South,3,19,2159,838.618341824919,0
Midtown-Midtown South,3,20,2349,779.933588761175,0
Midtown-Midtown South,3,21,2294,836.2746294681779,0
Midtown-Midtown South,3,22,2118,858.6813031161473,0
Midtown-Midtown South,3,23,2008,843.1792828685259,0
Midtown-Midtown South,4,0,1434,822.2036262203626,0
Midtown-Midtown South,4,1,871,751.1033295063146,0
Midtown-Midtown South,4,2,572,741.1206293706293,0
Midtown-Midtown South,4,3,446,745.9506726457399,0
Midtown-Midtown South,4,4,362,832.0939226519337,0
Midtown-Midtown South,4,5,422,764.5213270142181,0
Midtown-Midtown South,4,6,955,523.7277486910995,0
Midtown-Midtown South,4,7,1202,626.3377703826955,0
Midtown-Midtown South,4,8,1268,737.4227129337539,0
Midtown-Midtown South,4,9,1181,887.0897544453852,0
Midtown-Midtown South,4,10,1262,903.2282091917591,0
Midtown-Midtown South,4,11,1325,918.331320754717,0
Midtown-Midtown South,4,12,1403,944.0926585887385,0
Midtown-Midtown South,4,13,1526,943.9534731323722,0
Midtown-Midtown South,4,14,1566,991.6673052362707,0
Midtown-Midtown South,4,15,1383,1040.9349240780912,0
Midtown-Midtown South,4,16,1160,1004.1086206896551,0
Midtown-Midtown South,4,17,1336,926.9550898203593,0
Midtown-Midtown South,4,18,1806,877.2707641196014,0
Midtown-Midtown South,4,19,2148,798.4227188081936,0
Midtown-Midtown South,4,20,2021,763.1142998515586,0
Midtown-Midtown South,4,21,2032,755.0674212598425,0
Midtown-Midtown South,4,22,1989,800.6128707893414,0
Midtown-Midtown South,4,23,1821,849.3816584294344,0
Midtown-Midtown South,5,0,1607,839.7006845052894,0
Midtown-Midtown South,5,1,1207,792.2104391052195,0
Midtown-Midtown South,5,2,893,753.3393057110862,0
Midtown-Midtown South,5,3,692,752.4190751445087,0
Midtown-Midtown South,5,4,488,719.0122950819672,0
Midtown-Midtown South,5,5,304,742.8453947368421,0
Midtown-Midtown South,5,6,389,595.7634961439588,0
Midtown-Midtown South,5,7,460,554.5173913043478,0
Midtown-Midtown South,5,8,696,601.2155172413793,0
Midtown-Midtown South,5,9,953,665.4102833158447,0
Midtown-Midtown South,5,10,1324,673.5249244712991,0
Midtown-Midtown South,5,11,1527,712.882776686313,0
Midtown-Midtown South,5,12,1578,747.1730038022814,0
Midtown-Midtown South,5,13,1528,772.0333769633507,0
Midtown-Midtown South,5,14,1426,774.656381486676,0
Midtown-Midtown South,5,15,1521,829.0355029585799,0
Midtown-Midtown South,5,16,1365,788.3868131868132,0
Midtown-Midtown South,5,17,1539,807.1358024691358,0
Midtown-Midtown South,5,18,1800,793.1383333333333,0
Midtown-Midtown South,5,19,1619,786.9691167387276,0
Midtown-Midtown South,5,20,1506,759.7609561752988,0
Midtown-Midtown South,5,21,1595,753.0144200626959,0
Midtown-Midtown South,5,22,1848,775.4502164502164,0
Midtown-Midtown South,5,23,1764,827.4212018140589,0
Midtown-Midtown South,6,0,1541,772.3945489941597,0
Midtown-Midtown South,6,1,1298,749.5608628659476,0
Midtown-Midtown South,6,2,974,705.2956878850102,0
Midtown-Midtown South,6,3,764,725.1937172774869,0
Midtown-Midtown South,6,4,655,753.3389312977099,0
Midtown-Midtown South,6,5,296,822.7567567567568,0
Midtown-Midtown South,6,6,303,724.8877887788778,0
Midtown-Midtown South,6,7,430,663.5348837209302,0
Midtown-Midtown South,6,8,636,595.3852201257862,0
Midtown-Midtown South,6,9,873,625.2279495990837,0
Midtown-Midtown South,6,10,1256,652.53025477707,0
Midtown-Midtown South,6,11,1512,691.9298941798942,0
Midtown-Midtown South,6,12,1560,750.25,0
Midtown-Midtown South,6,13,1401,816.4796573875803,0
Midtown-Midtown South,6,14,1393,872.091888011486,0
Midtown-Midtown South,6,15,1398,849.2424892703863,0
Midtown-Midtown South,6,16,1437,849.73208072373,0
Midtown-Midtown South,6,17,1534,824.2249022164276,0
Midtown-Midtown South,6,18,1710,794.3421052631579,0
Midtown-Midtown South,6,19,1630,731.7650306748466,0
Midtown-Midtown South,6,20,1536,655.8111979166666,0
Midtown-Midtown South,6,21,1575,645.9060317460318,0
Midtown-Midtown South,6,22,1432,649.0642458100559,0
Midtown-Midtown South,6,23,1033,639.4462729912875,0
Midwood,0,8,0,0.0,1
Midwood,0,20,0,0.0,1
Midwood,1,20,0,0.0,1
Midwood,2,1,0,0.0,1
Midwood,2,4,0,0.0,1
Midwood,2,5,0,0.0,1
Midwood,2,15,0,0.0,1
Midwood,2,21,0,0.0,1
Midwood,2,22,0,0.0,1
Midwood,3,2,0,0.0,1
Midwood,3,6,0,0.0,1
Midwood,3,20,0,0.0,1
Midwood,4,0,0,0.0,1
Midwood,4,13,0,0.0,1
Midwood,4,15,0,0.0,1
Midwood,4,16,0,0.0,1
Midwood,5,8,0,0.0,1
Midwood,6,0,0,0.0,1
Morningside Heights,0,0,34,662.1764705882352,0
Morningside Heights,0,1,17,618.3529411764706,0
Morningside Heights,0,2,17,530.8235294117648,0
Morningside Heights,0,3,7,262.85714285714283,0
Morningside Heights,0,4,5,907.6,0
Morningside Heights,0,5,22,651.8181818181819,0
Morningside Heights,0,6,35,773.3142857142857,0
Morningside Heights,0,7,77,781.2727272727273,0
Morningside Heights,0,8,95,821.2315789473685,0
Morningside Heights,0,9,76,777.9736842105264,0
Morningside Heights,0,10,50,840.42,0
Morningside Heights,0,11,64,708.46875,0
Morningside Heights,0,12,77,787.0649350649351,0
Morningside Heights,0,13,55,737.8909090909091,0
Morningside Heights,0,14,69,888.0434782608696,0
Morningside Heights,0,15,76,881.7631578947369,0
Morningside Heights,0,16,74,814.918918918919,0
Morningside Heights,0,17,89,708.4831460674158,0
Morningside Heights,0,18,84,761.3928571428571,0
Morningside Heights,0,19,83,623.8072289156627,0
Morningside Heights,0,20,74,616.8513513513514,0
Morningside Heights,0,21,91,651.8131868131868,0
Morningside Heights,0,22,72,622.4722222222222,0
Morningside Heights,0,23,45,612.9333333333333,0
Morningside Heights,1,0,33,440.90909090909093,0
Morningside Heights,1,1,32,447.375,0
Morningside Heights,1,2,11,597.0,0
Morningside Heights,1,3,13,517.7692307692307,0
Morningside Heights,1,4,8,626.125,0
Morningside Heights,1,5,14,1018.7857142857143,0
Morningside Heights,1,6,41,749.9024390243902,0
Morningside Heights,1,7,93,844.989247311828,0
Morningside Heights,1,8,119,965.0504201680673,0
Morningside Heights,1,9,77,1022.5324675324675,0
Morningside Heights,1,10,55,921.0909090909091,0
Morningside Heights,1,11,58,1091.2241379310344,0
Morningside Heights,1,12,91,941.5274725274726,0
Morningside Heights,1,13,59,816.2542372881356,0
Morningside Heights,1,14,90,932.6666666666666,0
Morningside Heights,1,15,71,880.8450704225352,0
Morningside Heights,1,16,75,743.5333333333333,0
Morningside Heights,1,17,95,835.0315789473684,0
Morningside Heights,1,18,106,743.2924528301887,0
Morningside Heights,1,19,83,782.5301204819277,0
Morningside Heights,1,20,71,679.6197183098592,0
Morningside Heights,1,21,94,718.7659574468086,0
Morningside Heights,1,22,61,677.983606557377,0
Morningside Heights,1,23,45,581.0222222222222,0
Morningside Heights,2,0,34,749.6764705882352,0
Morningside Heights,2,1,20,739.95,0
Morningside Heights,2,2,14,562.3571428571429,0
Morningside Heights,2,3,13,610.6153846153846,0
Morningside Heights,2,4,9,698.3333333333334,0
Morningside Heights,2,5,17,993.5882352941177,0
Morningside Heights,2,6,36,717.7777777777778,0
Morningside Heights,2,7,96,920.4166666666666,0
Morningside Heights,2,8,99,978.1919191919192,0
Morningside Heights,2,9,77,794.7662337662338,0
Morningside Heights,2,10,54,836.3148148148148,0
Morningside Heights,2,11,64,934.078125,0
Morningside Heights,2,12,88,879.5340909090909,0
Morningside Heights,2,13,73,917.1506849315068,0
Morningside Heights,2,14,82,826.2317073170732,0
Morningside Heights,2,15,95,737.4421052631579,0
Morningside Heights,2,16,93,757.4408602150538,0
Morningside Heights,2,17,109,722.954128440367,0
Morningside Heights,2,18,104,824.2307692307693,0
Morningside Heights,2,19,90,712.7444444444444,0
Morningside Heights,2,20,75,637.1866666666666,0
Morningside Heights,2,21,67,644.7313432835821,0
Morningside Heights,2,22,61,663.0,0
Morningside Heights,2,23,44,620.4545454545455,0
Morningside Heights,3,0,45,626.6444444444444,0
Morningside Heights,3,1,33,613.3030303030303,0
Morningside Heights,3,2,11,872.0909090909091,0
Morningside Heights,3,3,16,690.5,0
Morningside Heights,3,4,10,530.6,0
Morningside Heights,3,5,31,802.0645161290323,0
Morningside Heights,3,6,35,946.6285714285714,0
Morningside Heights,3,7,89,811.4719101123595,0
Morningside Heights,3,8,108,933.7037037037037,0
Morningside Heights,3,9,100,899.16,0
Morningside Heights,3,10,79,809.5189873417721,0
Morningside Heights,3,11,81,844.5925925925926,0
Morningside Heights,3,12,90,856.7111111111111,0
Morningside Heights,3,13,75,951.6,0
Morningside Heights,3,14,102,934.9313725490196,0
Morningside Heights,3,15,91,871.6483516483516,0
Morningside Heights,3,16,75,916.4933333333333,0
Morningside Heights,3,17,107,804.7850467289719,0
Morningside Heights,3,18,108,726.2314814814815,0
Morningside Heights,3,19,98,866.4081632653061,0
Morningside Heights,3,20,97,694.8453608247422,0
Morningside Heights,3,21,109,676.8532110091743,0
Morningside Heights,3,22,60,863.9,0
Morningside Heights,3,23,76,663.4473684210526,0
Morningside Heights,4,0,61,640.1475409836065,0
Morningside Heights,4,1,34,768.0,0
Morningside Heights,4,2,34,577.4411764705883,0
Morningside Heights,4,3,17,686.2941176470588,0
Morningside Heights,4,4,20,642.55,0
Morningside Heights,4,5,18,1008.1111111111111,0
Morningside Heights,4,6,51,665.7647058823529,0
Morningside Heights,4,7,106,813.3679245283018,0
Morningside Heights,4,8,103,1044.8155339805826,0
Morningside Heights,4,9,78,899.8205128205128,0
Morningside Heights,4,10,73,865.027397260274,0
Morningside Heights,4,11,68,850.0294117647059,0
Morningside Heights,4,12,85,848.8352941176471,0
Morningside Heights,4,13,105,961.2285714285714,0
Morningside Heights,4,14,95,982.6,0
Morningside Heights,4,15,92,936.25,0
Morningside Heights,4,16,81,693.0123456790124,0
Morningside Heights,4,17,94,797.1276595744681,0
Morningside Heights,4,18,108,769.6944444444445,0
Morningside Heights,4,19,104,824.2692307692307,0
Morningside Heights,4,20,84,692.8452380952381,0
Morningside Heights,4,21,72,651.0,0
Morningside Heights,4,22,77,672.987012987013,0
Morningside Heights,4,23,75,772.6266666666667,0
Morningside Heights,5,0,71,713.9577464788732,0
Morningside Heights,5,1,64,640.234375,0
Morningside Heights,5,2,35,519.9142857142857,0
Morningside Heights,5,3,27,562.7777777777778,0
Morningside Heights,5,4,30,542.2666666666667,0
Morningside Heights,5,5,26,741.3846153846154,0
Morningside Heights,5,6,26,633.1153846153846,0
Morningside Heights,5,7,57,711.7368421052631,0
Morningside Heights,5,8,72,652.375,0
Morningside Heights,5,9,90,700.2111111111111,0
Morningside Heights,5,10,75,672.0266666666666,0
Morningside Heights,5,11,83,707.8915662650602,0
Morningside Heights,5,12,113,882.1061946902655,0
Morningside Heights,5,13,95,810.8842105263158,0
Morningside Heights,5,14,79,735.5949367088608,0
Morningside Heights,5,15,84,820.0714285714286,0
Morningside Heights,5,16,71,893.5774647887324,0
Morningside Heights,5,17,77,911.922077922078,0
Morningside Heights,5,18,98,744.0714285714286,0
Morningside Heights,5,19,92,709.0,0
Morningside Heights,5,20,69,761.768115942029,0
Morningside Heights,5,21,77,724.7402597402597,0
Morningside Heights,5,22,55,825.5454545454545,0
Morningside Heights,5,23,70,681.0714285714286,0
Morningside Heights,6,0,66,899.9242424242424,0
Morningside Heights,6,1,44,659.25,0
Morningside Heights,6,2,42,616.8333333333334,0
Morningside Heights,6,3,36,524.3333333333334,0
Morningside Heights,6,4,27,683.5555555555555,0
Morningside Heights,6,5,13,827.4615384615385,0
Morningside Heights,6,6,29,721.6206896551724,0
Morningside Heights,6,7,38,604.3684210526316,0
Morningside Heights,6,8,63,622.2539682539683,0
Morningside Heights,6,9,82,596.109756097561,0
Morningside Heights,6,10,94,560.2659574468086,0
Morningside Heights,6,11,103,759.5145631067961,0
Morningside Heights,6,12,96,665.1875,0
Morningside Heights,6,13,96,768.09375,0
Morningside Heights,6,14,84,815.0357142857143,0
Morningside Heights,6,15,71,854.5211267605633,0
Morningside Heights,6,16,77,707.3116883116883,0
Morningside Heights,6,17,98,905.6428571428571,0
Morningside Heights,6,18,88,714.0227272727273,0
Morningside Heights,6,19,85,766.5882352941177,0
Morningside Heights,6,20,59,573.5932203389831,0
Morningside Heights,6,21,66,560.1666666666666,0
Morningside Heights,6,22,58,686.7586206896551,0
Morningside Heights,6,23,42,580.9047619047619,0
Morrisania-Melrose,0,8,0,0.0,1
Morrisania-Melrose,0,23,0,0.0,1
Morrisania-Melrose,1,8,0,0.0,1
Morrisania-Melrose,1,16,0,0.0,1
Morrisania-Melrose,1,18,0,0.0,1
Morrisania-Melrose,2,5,0,0.0,1
Morrisania-Melrose,2,6,0,0.0,1
Morrisania-Melrose,2,8,0,0.0,1
Morrisania-Melrose,2,23,0,0.0,1
Morrisania-Melrose,3,2,0,0.0,1
Morrisania-Melrose,3,4,0,0.0,1
Morrisania-Melrose,3,6,0,0.0,1
Morrisania-Melrose,4,1,0,0.0,1
Morrisania-Melrose,4,3,0,0.0,1
Morrisania-Melrose,4,6,0,0.0,1
Morrisania-Melrose,4,8,0,0.0,1
Morrisania-Melrose,4,9,0,0.0,1
Morrisania-Melrose,5,1,0,0.0,1
Morrisania-Melrose,5,2,0,0.0,1
Morrisania-Melrose,5,4,0,0.0,1
Morrisania-Melrose,5,15,0,0.0,1
Morrisania-Melrose,6,8,0,0.0,1
Morrisania-Melrose,6,9,0,0.0,1
Morrisania-Melrose,6,16,0,0.0,1
Morrisania-Melrose,6,19,0,0.0,1
Mott Haven-Port Morris,0,0,0,0.0,1
Mott Haven-Port Morris,0,1,0,0.0,1
Mott Haven-Port Morris,0,2,0,0.0,1
Mott Haven-Port Morris,0,3,5,590.8,0
Mott Haven-Port Morris,0,4,0,0.0,1
Mott Haven-Port Morris,0,5,0,0.0,1
Mott Haven-Port Morris,0,6,0,0.0,1
Mott Haven-Port Morris,0,7,0,0.0,1
Mott Haven-Port Morris,0,8,0,0.0,1
Mott Haven-Port Morris,0,10,0,0.0,1
Mott Haven-Port Morris,0,11,0,0.0,1
Mott Haven-Port Morris,0,12,0,0.0,1
Mott Haven-Port Morris,0,13,0,0.0,1
Mott Haven-Port Morris,0,14,0,0.0,1
Mott Haven-Port Morris,0,16,0,0.0,1
Mott Haven-Port Morris,0,17,0,0.0,1
Mott Haven-Port Morris,0,18,0,0.0,1
Mott Haven-Port Morris,0,19,0,0.0,1
Mott Haven-Port Morris,0,21,0,0.0,1
Mott Haven-Port Morris,0,22,0,0.0,1
Mott Haven-Port Morris,1,2,0,0.0,1
Mott Haven-Port Morris,1,3,0,0.0,1
Mott Haven-Port Morris,1,6,0,0.0,1
Mott Haven-Port Morris,1,7,0,0.0,1
Mott Haven-Port Morris,1,10,0,0.0,1
Mott Haven-Port Morris,1,11,0,0.0,1
Mott Haven-Port Morris,1,15,0,0.0,1
Mott Haven-Port Morris,1,16,0,0.0,1
Mott Haven-Port Morris,1,17,5,1140.6,0
Mott Haven-Port Morris,1,18,0,0.0,1
Mott Haven-Port Morris,1,19,0,0.0,1
Mott Haven-Port Morris,1,20,0,0.0,1
Mott Haven-Port Morris,1,21,0,0.0,1
Mott Haven-Port Morris,1,22,0,0.0,1
Mott Haven-Port Morris,1,23,0,0.0,1
Mott Haven-Port Morris,2,0,0,0.0,1
Mott Haven-Port Morris,2,1,0,0.0,1
Mott Haven-Port Morris,2,2,0,0.0,1
Mott Haven-Port Morris,2,3,0,0.0,1
Mott Haven-Port Morris,2,4,0,0.0,1
Mott Haven-Port Morris,2,5,0,0.0,1
Mott Haven-Port Morris,2,6,0,0.0,1
Mott Haven-Port Morris,2,7,0,0.0,1
Mott Haven-Port Morris,2,8,0,0.0,1
Mott Haven-Port Morris,2,9,0,0.0,1
Mott Haven-Port Morris,2,10,0,0.0,1
Mott Haven-Port Morris,2,12,0,0.0,1
Mott Haven-Port Morris,2,14,0,0.0,1
Mott Haven-Port Morris,2,17,0,0.0,1
Mott Haven-Port Morris,2,18,0,0.0,1
Mott Haven-Port Morris,2,19,0,0.0,1
Mott Haven-Port Morris,2,20,0,0.0,1
Mott Haven-Port Morris,2,21,0,0.0,1
Mott Haven-Port Morris,2,22,0,0.0,1
Mott Haven-Port Morris,2,23,0,0.0,1
Mott Haven-Port Morris,3,0,0,0.0,1
Mott Haven-Port Morris,3,2,0,0.0,1
Mott Haven-Port Morris,3,4,0,0.0,1
Mott Haven-Port Morris,3,5,0,0.0,1
Mott Haven-Port Morris,3,6,0,0.0,1
Mott Haven-Port Morris,3,7,0,0.0,1
Mott Haven-Port Morris,3,8,0,0.0,1
Mott Haven-Port Morris,3,9,0,0.0,1
Mott Haven-Port Morris,3,10,0,0.0,1
Mott Haven-Port Morris,3,13,0,0.0,1
Mott Haven-Port Morris,3,15,0,0.0,1
Mott Haven-Port Morris,3,16,0,0.0,1
Mott Haven-Port Morris,3,17,0,0.0,1
Mott Haven-Port Morris,3,19,0,0.0,1
Mott Haven-Port Morris,3,20,0,0.0,1
Mott Haven-Port Morris,3,22,0,0.0,1
Mott Haven-Port Morris,3,23,0,0.0,1
Mott Haven-Port Morris,4,0,0,0.0,1
Mott Haven-Port Morris,4,1,0,0.0,1
Mott Haven-Port Morris,4,3,0,0.0,1
Mott Haven-Port Morris,4,4,0,0.0,1
Mott Haven-Port Morris,4,5,0,0.0,1
Mott Haven-Port Morris,4,6,0,0.0,1
Mott Haven-Port Morris,4,7,0,0.0,1
Mott Haven-Port Morris,4,9,0,0.0,1
Mott Haven-Port Morris,4,10,0,0.0,1
Mott Haven-Port Morris,4,11,0,0.0,1
Mott Haven-Port Morris,4,12,0,0.0,1
Mott Haven-Port Morris,4,13,0,0.0,1
Mott Haven-Port Morris,4,14,0,0.0,1
Mott Haven-Port Morris,4,16,0,0.0,1
Mott Haven-Port Morris,4,17,0,0.0,1
Mott Haven-Port Morris,4,18,0,0.0,1
Mott Haven-Port Morris,4,19,0,0.0,1
Mott Haven-Port Morris,4,20,0,0.0,1
Mott Haven-Port Morris,4,22,0,0.0,1
Mott Haven-Port Morris,4,23,0,0.0,1
Mott Haven-Port Morris,5,0,0,0.0,1
Mott Haven-Port Morris,5,2,0,0.0,1
Mott Haven-Port Morris,5,3,0,0.0,1
Mott Haven-Port Morris,5,4,0,0.0,1
Mott Haven-Port Morris,5,5,0,0.0,1
Mott Haven-Port Morris,5,6,0,0.0,1
Mott Haven-Port Morris,5,8,0,0.0,1
Mott Haven-Port Morris,5,9,0,0.0,1
Mott Haven-Port Morris,5,10,0,0.0,1
Mott Haven-Port Morris,5,11,0,0.0,1
Mott Haven-Port Morris,5,12,0,0.0,1
Mott Haven-Port Morris,5,13,0,0.0,1
Mott Haven-Port Morris,5,16,0,0.0,1
Mott Haven-Port Morris,5,17,0,0.0,1
Mott Haven-Port Morris,5,18,0,0.0,1
Mott Haven-Port Morris,5,19,0,0.0,1
Mott Haven-Port Morris,5,20,0,0.0,1
Mott Haven-Port Morris,5,21,0,0.0,1
Mott Haven-Port Morris,5,22,0,0.0,1
Mott Haven-Port Morris,5,23,0,0.0,1
Mott Haven-Port Morris,6,0,0,0.0,1
Mott Haven-Port Morris,6,1,0,0.0,1
Mott Haven-Port Morris,6,3,0,0.0,1
Mott Haven-Port Morris,6,4,5,704.0,0
Mott Haven-Port Morris,6,5,0,0.0,1
Mott Haven-Port Morris,6,7,0,0.0,1
Mott Haven-Port Morris,6,8,0,0.0,1
Mott Haven-Port Morris,6,9,0,0.0,1
Mott Haven-Port Morris,6,10,0,0.0,1
Mott Haven-Port Morris,6,13,0,0.0,1
Mott Haven-Port Morris,6,14,0,0.0,1
Mott Haven-Port Morris,6,17,0,0.0,1
Mott Haven-Port Morris,6,18,0,0.0,1
Mott Haven-Port Morris,6,19,0,0.0,1
Mott Haven-Port Morris,6,21,0,0.0,1
Mott Haven-Port Morris,6,22,0,0.0,1
Mount Hope,0,1,0,0.0,1
Mount Hope,0,6,0,0.0,1
Mount Hope,0,8,0,0.0,1
Mount Hope,0,15,0,0.0,1
Mount Hope,0,18,0,0.0,1
Mount Hope,1,11,0,0.0,1
Mount Hope,2,4,0,0.0,1
Mount Hope,3,2,0,0.0,1
Mount Hope,3,3,0,0.0,1
Mount Hope,3,20,0,0.0,1
Mount Hope,3,21,0,0.0,1
Mount Hope,4,2,0,0.0,1
Mount Hope,4,3,0,0.0,1
Mount Hope,4,7,0,0.0,1
Mount Hope,4,8,0,0.0,1
Mount Hope,4,23,0,0.0,1
Mount Hope,5,0,0,0.0,1
Mount Hope,5,2,0,0.0,1
Mount Hope,5,8,0,0.0,1
Mount Hope,5,22,0,0.0,1
Mount Hope,6,1,0,0.0,1
Mount Hope,6,4,0,0.0,1
Mount Hope,6,18,0,0.0,1
Murray Hill,1,17,0,0.0,1
Murray Hill,1,21,0,0.0,1
Murray Hill,2,8,0,0.0,1
Murray Hill,5,5,0,0.0,1
Murray Hill,5,10,0,0.0,1
Murray Hill-Kips Bay,0,0,138,534.036231884058,0
Murray Hill-Kips Bay,0,1,66,580.8939393939394,0
Murray Hill-Kips Bay,0,2,42,604.7142857142857,0
Murray Hill-Kips Bay,0,3,35,712.4571428571429,0
Murray Hill-Kips Bay,0,4,50,699.28,0
Murray Hill-Kips Bay,0,5,98,553.8265306122449,0
Murray Hill-Kips Bay,0,6,267,523.4906367041199,0
Murray Hill-Kips Bay,0,7,433,543.9769053117783,0
Murray Hill-Kips Bay,0,8,529,635.6786389413988,0
Murray Hill-Kips Bay,0,9,439,672.5216400911162,0
Murray Hill-Kips Bay,0,10,373,751.5630026809652,0
Murray Hill-Kips Bay,0,11,337,751.7655786350149,0
Murray Hill-Kips Bay,0,12,313,783.4153354632588,0
Murray Hill-Kips Bay,0,13,349,704.4928366762177,0
Murray Hill-Kips Bay,0,14,352,774.1875,0
Murray Hill-Kips Bay,0,15,392,788.6479591836735,0
Murray Hill-Kips Bay,0,16,354,786.457627118644,0
Murray Hill-Kips Bay,0,17,435,763.2666666666667,0
Murray Hill-Kips Bay,0,18,603,761.5538971807629,0
Murray Hill-Kips Bay,0,19,544,642.0330882352941,0
Murray Hill-Kips Bay,0,20,489,604.7014314928425,0
Murray Hill-Kips Bay,0,21,450,652.3022222222222,0
Murray Hill-Kips Bay,0,22,322,653.4006211180124,0
